"District","FIPS","Year","English Learner Status","Variable","Measure Type","Value"
"Waterford School District","901180280","2011-2012","English Language Learner","Total Cohort Count","Number","-9999"
"Waterford School District","901180280","2011-2012","Non-English Language Learner","Total Cohort Count","Number","-9999"
"Waterford School District","901180280","2011-2012","English Language Learner","Four Year Graduation Count","Number","-9999"
"Waterford School District","901180280","2011-2012","Non-English Language Learner","Four Year Graduation Count","Number","-9999"
"Waterford School District","901180280","2011-2012","English Language Learner","Four Year Graduation Rate","Percent","-9999"
"Waterford School District","901180280","2011-2012","Non-English Language Learner","Four Year Graduation Rate","Percent","-9999"
"Waterford School District","901180280","2011-2012","English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"Waterford School District","901180280","2011-2012","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"Waterford School District","901180280","2011-2012","English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"Waterford School District","901180280","2011-2012","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"Waterford School District","901180280","2011-2012","English Language Learner","Other Count","Number","-9999"
"Waterford School District","901180280","2011-2012","Non-English Language Learner","Other Count","Number","-9999"
"Waterford School District","901180280","2011-2012","English Language Learner","Other Rate","Percent","-9999"
"Waterford School District","901180280","2011-2012","Non-English Language Learner","Other Rate","Percent","-9999"
"Waterford School District","901180280","2012-2013","English Language Learner","Total Cohort Count","Number","-9999"
"Waterford School District","901180280","2012-2013","Non-English Language Learner","Total Cohort Count","Number","-9999"
"Waterford School District","901180280","2012-2013","English Language Learner","Four Year Graduation Count","Number","-9999"
"Waterford School District","901180280","2012-2013","Non-English Language Learner","Four Year Graduation Count","Number","-9999"
"Waterford School District","901180280","2012-2013","English Language Learner","Four Year Graduation Rate","Percent","-9999"
"Waterford School District","901180280","2012-2013","Non-English Language Learner","Four Year Graduation Rate","Percent","-9999"
"Waterford School District","901180280","2012-2013","English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"Waterford School District","901180280","2012-2013","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"Waterford School District","901180280","2012-2013","English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"Waterford School District","901180280","2012-2013","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"Waterford School District","901180280","2012-2013","English Language Learner","Other Count","Number","-9999"
"Waterford School District","901180280","2012-2013","Non-English Language Learner","Other Count","Number","-9999"
"Waterford School District","901180280","2012-2013","English Language Learner","Other Rate","Percent","-9999"
"Waterford School District","901180280","2012-2013","Non-English Language Learner","Other Rate","Percent","-9999"
"Waterford School District","901180280","2013-2014","English Language Learner","Total Cohort Count","Number","-9999"
"Waterford School District","901180280","2013-2014","Non-English Language Learner","Total Cohort Count","Number","-9999"
"Waterford School District","901180280","2013-2014","English Language Learner","Four Year Graduation Count","Number","-9999"
"Waterford School District","901180280","2013-2014","Non-English Language Learner","Four Year Graduation Count","Number","-9999"
"Waterford School District","901180280","2013-2014","English Language Learner","Four Year Graduation Rate","Percent","-9999"
"Waterford School District","901180280","2013-2014","Non-English Language Learner","Four Year Graduation Rate","Percent","-9999"
"Waterford School District","901180280","2013-2014","English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"Waterford School District","901180280","2013-2014","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"Waterford School District","901180280","2013-2014","English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"Waterford School District","901180280","2013-2014","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"Waterford School District","901180280","2013-2014","English Language Learner","Other Count","Number","-9999"
"Waterford School District","901180280","2013-2014","Non-English Language Learner","Other Count","Number","-9999"
"Waterford School District","901180280","2013-2014","English Language Learner","Other Rate","Percent","-9999"
"Waterford School District","901180280","2013-2014","Non-English Language Learner","Other Rate","Percent","-9999"
"Waterford School District","901180280","2014-2015","English Language Learner","Total Cohort Count","Number","-9999"
"Waterford School District","901180280","2014-2015","Non-English Language Learner","Total Cohort Count","Number","-9999"
"Waterford School District","901180280","2014-2015","English Language Learner","Four Year Graduation Count","Number","-9999"
"Waterford School District","901180280","2014-2015","Non-English Language Learner","Four Year Graduation Count","Number","-9999"
"Waterford School District","901180280","2014-2015","English Language Learner","Four Year Graduation Rate","Percent","-9999"
"Waterford School District","901180280","2014-2015","Non-English Language Learner","Four Year Graduation Rate","Percent","-9999"
"Waterford School District","901180280","2014-2015","English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"Waterford School District","901180280","2014-2015","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"Waterford School District","901180280","2014-2015","English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"Waterford School District","901180280","2014-2015","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"Waterford School District","901180280","2014-2015","English Language Learner","Other Count","Number","-9999"
"Waterford School District","901180280","2014-2015","Non-English Language Learner","Other Count","Number","-9999"
"Waterford School District","901180280","2014-2015","English Language Learner","Other Rate","Percent","-9999"
"Waterford School District","901180280","2014-2015","Non-English Language Learner","Other Rate","Percent","-9999"
"Waterford School District","","2015-2016","English Language Learner","Total Cohort Count","Number","-6666"
"Waterford School District","","2015-2016","Non-English Language Learner","Total Cohort Count","Number","-6666"
"Waterford School District","","2015-2016","English Language Learner","Four Year Graduation Count","Number","-6666"
"Waterford School District","","2015-2016","Non-English Language Learner","Four Year Graduation Count","Number","-6666"
"Waterford School District","","2015-2016","English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Waterford School District","","2015-2016","Non-English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Waterford School District","","2015-2016","English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Waterford School District","","2015-2016","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Waterford School District","","2015-2016","English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Waterford School District","","2015-2016","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Waterford School District","","2015-2016","English Language Learner","Other Count","Number","-6666"
"Waterford School District","","2015-2016","Non-English Language Learner","Other Count","Number","-6666"
"Waterford School District","","2015-2016","English Language Learner","Other Rate","Percent","-6666"
"Waterford School District","","2015-2016","Non-English Language Learner","Other Rate","Percent","-6666"
"Watertown School District","900580490","2010-2011","English Language Learner","Total Cohort Count","Number","-9999"
"Watertown School District","900580490","2010-2011","Non-English Language Learner","Total Cohort Count","Number","-9999"
"Watertown School District","900580490","2010-2011","English Language Learner","Four Year Graduation Count","Number","-9999"
"Watertown School District","900580490","2010-2011","Non-English Language Learner","Four Year Graduation Count","Number","-9999"
"Watertown School District","900580490","2010-2011","English Language Learner","Four Year Graduation Rate","Percent","-9999"
"Watertown School District","900580490","2010-2011","Non-English Language Learner","Four Year Graduation Rate","Percent","-9999"
"Watertown School District","900580490","2010-2011","English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"Watertown School District","900580490","2010-2011","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"Watertown School District","900580490","2010-2011","English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"Watertown School District","900580490","2010-2011","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"Watertown School District","900580490","2010-2011","English Language Learner","Other Count","Number","-9999"
"Watertown School District","900580490","2010-2011","Non-English Language Learner","Other Count","Number","-9999"
"Watertown School District","900580490","2010-2011","English Language Learner","Other Rate","Percent","-9999"
"Watertown School District","900580490","2010-2011","Non-English Language Learner","Other Rate","Percent","-9999"
"Watertown School District","900580490","2011-2012","English Language Learner","Total Cohort Count","Number","-9999"
"Watertown School District","900580490","2011-2012","Non-English Language Learner","Total Cohort Count","Number","-9999"
"Watertown School District","900580490","2011-2012","English Language Learner","Four Year Graduation Count","Number","-9999"
"Watertown School District","900580490","2011-2012","Non-English Language Learner","Four Year Graduation Count","Number","-9999"
"Watertown School District","900580490","2011-2012","English Language Learner","Four Year Graduation Rate","Percent","-9999"
"Watertown School District","900580490","2011-2012","Non-English Language Learner","Four Year Graduation Rate","Percent","-9999"
"Watertown School District","900580490","2011-2012","English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"Watertown School District","900580490","2011-2012","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"Watertown School District","900580490","2011-2012","English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"Watertown School District","900580490","2011-2012","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"Watertown School District","900580490","2011-2012","English Language Learner","Other Count","Number","-9999"
"Watertown School District","900580490","2011-2012","Non-English Language Learner","Other Count","Number","-9999"
"Watertown School District","900580490","2011-2012","English Language Learner","Other Rate","Percent","-9999"
"Watertown School District","900580490","2011-2012","Non-English Language Learner","Other Rate","Percent","-9999"
"Watertown School District","900580490","2012-2013","English Language Learner","Total Cohort Count","Number","-9999"
"Watertown School District","900580490","2012-2013","Non-English Language Learner","Total Cohort Count","Number","-9999"
"Watertown School District","900580490","2012-2013","English Language Learner","Four Year Graduation Count","Number","-9999"
"Watertown School District","900580490","2012-2013","Non-English Language Learner","Four Year Graduation Count","Number","-9999"
"Watertown School District","900580490","2012-2013","English Language Learner","Four Year Graduation Rate","Percent","-9999"
"Watertown School District","900580490","2012-2013","Non-English Language Learner","Four Year Graduation Rate","Percent","-9999"
"Watertown School District","900580490","2012-2013","English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"Watertown School District","900580490","2012-2013","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"Watertown School District","900580490","2012-2013","English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"Watertown School District","900580490","2012-2013","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"Watertown School District","900580490","2012-2013","English Language Learner","Other Count","Number","-9999"
"Watertown School District","900580490","2012-2013","Non-English Language Learner","Other Count","Number","-9999"
"Watertown School District","900580490","2012-2013","English Language Learner","Other Rate","Percent","-9999"
"Watertown School District","900580490","2012-2013","Non-English Language Learner","Other Rate","Percent","-9999"
"Watertown School District","900580490","2013-2014","English Language Learner","Total Cohort Count","Number","-9999"
"Watertown School District","900580490","2013-2014","Non-English Language Learner","Total Cohort Count","Number","-9999"
"Watertown School District","900580490","2013-2014","English Language Learner","Four Year Graduation Count","Number","-9999"
"Watertown School District","900580490","2013-2014","Non-English Language Learner","Four Year Graduation Count","Number","-9999"
"Watertown School District","900580490","2013-2014","English Language Learner","Four Year Graduation Rate","Percent","-9999"
"Watertown School District","900580490","2013-2014","Non-English Language Learner","Four Year Graduation Rate","Percent","-9999"
"Watertown School District","900580490","2013-2014","English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"Watertown School District","900580490","2013-2014","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"Watertown School District","900580490","2013-2014","English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"Watertown School District","900580490","2013-2014","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"Watertown School District","900580490","2013-2014","English Language Learner","Other Count","Number","-9999"
"Watertown School District","900580490","2013-2014","Non-English Language Learner","Other Count","Number","-9999"
"Watertown School District","900580490","2013-2014","English Language Learner","Other Rate","Percent","-9999"
"Watertown School District","900580490","2013-2014","Non-English Language Learner","Other Rate","Percent","-9999"
"Watertown School District","900580490","2014-2015","English Language Learner","Total Cohort Count","Number","-9999"
"Watertown School District","900580490","2014-2015","Non-English Language Learner","Total Cohort Count","Number","-9999"
"Watertown School District","900580490","2014-2015","English Language Learner","Four Year Graduation Count","Number","-9999"
"Watertown School District","900580490","2014-2015","Non-English Language Learner","Four Year Graduation Count","Number","-9999"
"Watertown School District","900580490","2014-2015","English Language Learner","Four Year Graduation Rate","Percent","-9999"
"Watertown School District","900580490","2014-2015","Non-English Language Learner","Four Year Graduation Rate","Percent","-9999"
"Watertown School District","900580490","2014-2015","English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"Watertown School District","900580490","2014-2015","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"Watertown School District","900580490","2014-2015","English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"Watertown School District","900580490","2014-2015","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"Watertown School District","900580490","2014-2015","English Language Learner","Other Count","Number","-9999"
"Watertown School District","900580490","2014-2015","Non-English Language Learner","Other Count","Number","-9999"
"Watertown School District","900580490","2014-2015","English Language Learner","Other Rate","Percent","-9999"
"Watertown School District","900580490","2014-2015","Non-English Language Learner","Other Rate","Percent","-9999"
"Watertown School District","","2015-2016","English Language Learner","Total Cohort Count","Number","-6666"
"Watertown School District","","2015-2016","Non-English Language Learner","Total Cohort Count","Number","-6666"
"Watertown School District","","2015-2016","English Language Learner","Four Year Graduation Count","Number","-6666"
"Watertown School District","","2015-2016","Non-English Language Learner","Four Year Graduation Count","Number","-6666"
"Watertown School District","","2015-2016","English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Watertown School District","","2015-2016","Non-English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Watertown School District","","2015-2016","English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Watertown School District","","2015-2016","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Watertown School District","","2015-2016","English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Watertown School District","","2015-2016","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Watertown School District","","2015-2016","English Language Learner","Other Count","Number","-6666"
"Watertown School District","","2015-2016","Non-English Language Learner","Other Count","Number","-6666"
"Watertown School District","","2015-2016","English Language Learner","Other Rate","Percent","-6666"
"Watertown School District","","2015-2016","Non-English Language Learner","Other Rate","Percent","-6666"
"Westbrook School District","","2010-2011","English Language Learner","Total Cohort Count","Number","-6666"
"Westbrook School District","900781680","2010-2011","Non-English Language Learner","Total Cohort Count","Number","75"
"Westbrook School District","","2010-2011","English Language Learner","Four Year Graduation Count","Number","-6666"
"Westbrook School District","900781680","2010-2011","Non-English Language Learner","Four Year Graduation Count","Number","71"
"Westbrook School District","","2010-2011","English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Westbrook School District","900781680","2010-2011","Non-English Language Learner","Four Year Graduation Rate","Percent","94.7"
"Westbrook School District","","2010-2011","English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Westbrook School District","900781680","2010-2011","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"Westbrook School District","","2010-2011","English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Westbrook School District","900781680","2010-2011","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"Westbrook School District","","2010-2011","English Language Learner","Other Count","Number","-6666"
"Westbrook School District","900781680","2010-2011","Non-English Language Learner","Other Count","Number","-9999"
"Westbrook School District","","2010-2011","English Language Learner","Other Rate","Percent","-6666"
"Westbrook School District","900781680","2010-2011","Non-English Language Learner","Other Rate","Percent","-9999"
"Westbrook School District","","2011-2012","English Language Learner","Total Cohort Count","Number","-6666"
"Westbrook School District","900781680","2011-2012","Non-English Language Learner","Total Cohort Count","Number","82"
"Westbrook School District","","2011-2012","English Language Learner","Four Year Graduation Count","Number","-6666"
"Westbrook School District","900781680","2011-2012","Non-English Language Learner","Four Year Graduation Count","Number","75"
"Westbrook School District","","2011-2012","English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Westbrook School District","900781680","2011-2012","Non-English Language Learner","Four Year Graduation Rate","Percent","91.5"
"Westbrook School District","","2011-2012","English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Westbrook School District","900781680","2011-2012","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"Westbrook School District","","2011-2012","English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Westbrook School District","900781680","2011-2012","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"Westbrook School District","","2011-2012","English Language Learner","Other Count","Number","-6666"
"Westbrook School District","900781680","2011-2012","Non-English Language Learner","Other Count","Number","-9999"
"Westbrook School District","","2011-2012","English Language Learner","Other Rate","Percent","-6666"
"Westbrook School District","900781680","2011-2012","Non-English Language Learner","Other Rate","Percent","-9999"
"Westbrook School District","","2012-2013","English Language Learner","Total Cohort Count","Number","-6666"
"Westbrook School District","900781680","2012-2013","Non-English Language Learner","Total Cohort Count","Number","78"
"Westbrook School District","","2012-2013","English Language Learner","Four Year Graduation Count","Number","-6666"
"Westbrook School District","900781680","2012-2013","Non-English Language Learner","Four Year Graduation Count","Number","75"
"Westbrook School District","","2012-2013","English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Westbrook School District","900781680","2012-2013","Non-English Language Learner","Four Year Graduation Rate","Percent","96.2"
"Westbrook School District","","2012-2013","English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Westbrook School District","900781680","2012-2013","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"Westbrook School District","","2012-2013","English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Westbrook School District","900781680","2012-2013","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"Westbrook School District","","2012-2013","English Language Learner","Other Count","Number","-6666"
"Westbrook School District","900781680","2012-2013","Non-English Language Learner","Other Count","Number","-9999"
"Westbrook School District","","2012-2013","English Language Learner","Other Rate","Percent","-6666"
"Westbrook School District","900781680","2012-2013","Non-English Language Learner","Other Rate","Percent","-9999"
"Westbrook School District","","2013-2014","English Language Learner","Total Cohort Count","Number","-6666"
"Westbrook School District","900781680","2013-2014","Non-English Language Learner","Total Cohort Count","Number","72"
"Westbrook School District","","2013-2014","English Language Learner","Four Year Graduation Count","Number","-6666"
"Westbrook School District","900781680","2013-2014","Non-English Language Learner","Four Year Graduation Count","Number","69"
"Westbrook School District","","2013-2014","English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Westbrook School District","900781680","2013-2014","Non-English Language Learner","Four Year Graduation Rate","Percent","95.8"
"Westbrook School District","","2013-2014","English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Westbrook School District","900781680","2013-2014","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"Westbrook School District","","2013-2014","English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Westbrook School District","900781680","2013-2014","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"Westbrook School District","","2013-2014","English Language Learner","Other Count","Number","-6666"
"Westbrook School District","900781680","2013-2014","Non-English Language Learner","Other Count","Number","-9999"
"Westbrook School District","","2013-2014","English Language Learner","Other Rate","Percent","-6666"
"Westbrook School District","900781680","2013-2014","Non-English Language Learner","Other Rate","Percent","-9999"
"Westbrook School District","900781680","2014-2015","English Language Learner","Total Cohort Count","Number","-9999"
"Westbrook School District","900781680","2014-2015","Non-English Language Learner","Total Cohort Count","Number","-9999"
"Westbrook School District","900781680","2014-2015","English Language Learner","Four Year Graduation Count","Number","-9999"
"Westbrook School District","900781680","2014-2015","Non-English Language Learner","Four Year Graduation Count","Number","-9999"
"Westbrook School District","900781680","2014-2015","English Language Learner","Four Year Graduation Rate","Percent","-9999"
"Westbrook School District","900781680","2014-2015","Non-English Language Learner","Four Year Graduation Rate","Percent","-9999"
"Westbrook School District","900781680","2014-2015","English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"Westbrook School District","900781680","2014-2015","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"Westbrook School District","900781680","2014-2015","English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"Westbrook School District","900781680","2014-2015","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"Westbrook School District","900781680","2014-2015","English Language Learner","Other Count","Number","-9999"
"Westbrook School District","900781680","2014-2015","Non-English Language Learner","Other Count","Number","-9999"
"Westbrook School District","900781680","2014-2015","English Language Learner","Other Rate","Percent","-9999"
"Westbrook School District","900781680","2014-2015","Non-English Language Learner","Other Rate","Percent","-9999"
"Westbrook School District","","2015-2016","English Language Learner","Total Cohort Count","Number","-6666"
"Westbrook School District","","2015-2016","Non-English Language Learner","Total Cohort Count","Number","-6666"
"Westbrook School District","","2015-2016","English Language Learner","Four Year Graduation Count","Number","-6666"
"Westbrook School District","","2015-2016","Non-English Language Learner","Four Year Graduation Count","Number","-6666"
"Westbrook School District","","2015-2016","English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Westbrook School District","","2015-2016","Non-English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Westbrook School District","","2015-2016","English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Westbrook School District","","2015-2016","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Westbrook School District","","2015-2016","English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Westbrook School District","","2015-2016","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Westbrook School District","","2015-2016","English Language Learner","Other Count","Number","-6666"
"Westbrook School District","","2015-2016","Non-English Language Learner","Other Count","Number","-6666"
"Westbrook School District","","2015-2016","English Language Learner","Other Rate","Percent","-6666"
"Westbrook School District","","2015-2016","Non-English Language Learner","Other Rate","Percent","-6666"
"Western Connecticut Regional Educational Services","","2010-2011","English Language Learner","Total Cohort Count","Number","-6666"
"Western Connecticut Regional Educational Services","","2010-2011","Non-English Language Learner","Total Cohort Count","Number","-6666"
"Western Connecticut Regional Educational Services","","2010-2011","English Language Learner","Four Year Graduation Count","Number","-6666"
"Western Connecticut Regional Educational Services","","2010-2011","Non-English Language Learner","Four Year Graduation Count","Number","-6666"
"Western Connecticut Regional Educational Services","","2010-2011","English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Western Connecticut Regional Educational Services","","2010-2011","Non-English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Western Connecticut Regional Educational Services","","2010-2011","English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Western Connecticut Regional Educational Services","","2010-2011","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Western Connecticut Regional Educational Services","","2010-2011","English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Western Connecticut Regional Educational Services","","2010-2011","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Western Connecticut Regional Educational Services","","2010-2011","English Language Learner","Other Count","Number","-6666"
"Western Connecticut Regional Educational Services","","2010-2011","Non-English Language Learner","Other Count","Number","-6666"
"Western Connecticut Regional Educational Services","","2010-2011","English Language Learner","Other Rate","Percent","-6666"
"Western Connecticut Regional Educational Services","","2010-2011","Non-English Language Learner","Other Rate","Percent","-6666"
"Western Connecticut Regional Educational Services","","2011-2012","English Language Learner","Total Cohort Count","Number","-6666"
"Western Connecticut Regional Educational Services","","2011-2012","Non-English Language Learner","Total Cohort Count","Number","-6666"
"Western Connecticut Regional Educational Services","","2011-2012","English Language Learner","Four Year Graduation Count","Number","-6666"
"Western Connecticut Regional Educational Services","","2011-2012","Non-English Language Learner","Four Year Graduation Count","Number","-6666"
"Western Connecticut Regional Educational Services","","2011-2012","English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Western Connecticut Regional Educational Services","","2011-2012","Non-English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Western Connecticut Regional Educational Services","","2011-2012","English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Western Connecticut Regional Educational Services","","2011-2012","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Western Connecticut Regional Educational Services","","2011-2012","English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Western Connecticut Regional Educational Services","","2011-2012","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Western Connecticut Regional Educational Services","","2011-2012","English Language Learner","Other Count","Number","-6666"
"Western Connecticut Regional Educational Services","","2011-2012","Non-English Language Learner","Other Count","Number","-6666"
"Western Connecticut Regional Educational Services","","2011-2012","English Language Learner","Other Rate","Percent","-6666"
"Western Connecticut Regional Educational Services","","2011-2012","Non-English Language Learner","Other Rate","Percent","-6666"
"Western Connecticut Regional Educational Services","","2012-2013","English Language Learner","Total Cohort Count","Number","-6666"
"Western Connecticut Regional Educational Services","","2012-2013","Non-English Language Learner","Total Cohort Count","Number","-6666"
"Western Connecticut Regional Educational Services","","2012-2013","English Language Learner","Four Year Graduation Count","Number","-6666"
"Western Connecticut Regional Educational Services","","2012-2013","Non-English Language Learner","Four Year Graduation Count","Number","-6666"
"Western Connecticut Regional Educational Services","","2012-2013","English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Western Connecticut Regional Educational Services","","2012-2013","Non-English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Western Connecticut Regional Educational Services","","2012-2013","English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Western Connecticut Regional Educational Services","","2012-2013","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Western Connecticut Regional Educational Services","","2012-2013","English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Western Connecticut Regional Educational Services","","2012-2013","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Western Connecticut Regional Educational Services","","2012-2013","English Language Learner","Other Count","Number","-6666"
"Western Connecticut Regional Educational Services","","2012-2013","Non-English Language Learner","Other Count","Number","-6666"
"Western Connecticut Regional Educational Services","","2012-2013","English Language Learner","Other Rate","Percent","-6666"
"Western Connecticut Regional Educational Services","","2012-2013","Non-English Language Learner","Other Rate","Percent","-6666"
"Western Connecticut Regional Educational Services","","2013-2014","English Language Learner","Total Cohort Count","Number","-6666"
"Western Connecticut Regional Educational Services","","2013-2014","Non-English Language Learner","Total Cohort Count","Number","-6666"
"Western Connecticut Regional Educational Services","","2013-2014","English Language Learner","Four Year Graduation Count","Number","-6666"
"Western Connecticut Regional Educational Services","","2013-2014","Non-English Language Learner","Four Year Graduation Count","Number","-6666"
"Western Connecticut Regional Educational Services","","2013-2014","English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Western Connecticut Regional Educational Services","","2013-2014","Non-English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Western Connecticut Regional Educational Services","","2013-2014","English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Western Connecticut Regional Educational Services","","2013-2014","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Western Connecticut Regional Educational Services","","2013-2014","English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Western Connecticut Regional Educational Services","","2013-2014","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Western Connecticut Regional Educational Services","","2013-2014","English Language Learner","Other Count","Number","-6666"
"Western Connecticut Regional Educational Services","","2013-2014","Non-English Language Learner","Other Count","Number","-6666"
"Western Connecticut Regional Educational Services","","2013-2014","English Language Learner","Other Rate","Percent","-6666"
"Western Connecticut Regional Educational Services","","2013-2014","Non-English Language Learner","Other Rate","Percent","-6666"
"Western Connecticut Regional Educational Services","","2014-2015","English Language Learner","Total Cohort Count","Number","-6666"
"Western Connecticut Regional Educational Services","","2014-2015","Non-English Language Learner","Total Cohort Count","Number","-6666"
"Western Connecticut Regional Educational Services","","2014-2015","English Language Learner","Four Year Graduation Count","Number","-6666"
"Western Connecticut Regional Educational Services","","2014-2015","Non-English Language Learner","Four Year Graduation Count","Number","-6666"
"Western Connecticut Regional Educational Services","","2014-2015","English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Western Connecticut Regional Educational Services","","2014-2015","Non-English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Western Connecticut Regional Educational Services","","2014-2015","English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
