"District","FIPS","Year","English Learner Status","Variable","Measure Type","Value"
"Cooperative Educational Services","","2010-2011","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Cooperative Educational Services","","2010-2011","English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Cooperative Educational Services","","2010-2011","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Cooperative Educational Services","","2010-2011","English Language Learner","Other Count","Number","-6666"
"Cooperative Educational Services","","2010-2011","Non-English Language Learner","Other Count","Number","-6666"
"Cooperative Educational Services","","2010-2011","English Language Learner","Other Rate","Percent","-6666"
"Cooperative Educational Services","","2010-2011","Non-English Language Learner","Other Rate","Percent","-6666"
"Cooperative Educational Services","","2011-2012","English Language Learner","Total Cohort Count","Number","-6666"
"Cooperative Educational Services","","2011-2012","Non-English Language Learner","Total Cohort Count","Number","-6666"
"Cooperative Educational Services","","2011-2012","English Language Learner","Four Year Graduation Count","Number","-6666"
"Cooperative Educational Services","","2011-2012","Non-English Language Learner","Four Year Graduation Count","Number","-6666"
"Cooperative Educational Services","","2011-2012","English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Cooperative Educational Services","","2011-2012","Non-English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Cooperative Educational Services","","2011-2012","English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Cooperative Educational Services","","2011-2012","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Cooperative Educational Services","","2011-2012","English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Cooperative Educational Services","","2011-2012","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Cooperative Educational Services","","2011-2012","English Language Learner","Other Count","Number","-6666"
"Cooperative Educational Services","","2011-2012","Non-English Language Learner","Other Count","Number","-6666"
"Cooperative Educational Services","","2011-2012","English Language Learner","Other Rate","Percent","-6666"
"Cooperative Educational Services","","2011-2012","Non-English Language Learner","Other Rate","Percent","-6666"
"Cooperative Educational Services","","2012-2013","English Language Learner","Total Cohort Count","Number","-6666"
"Cooperative Educational Services","","2012-2013","Non-English Language Learner","Total Cohort Count","Number","-6666"
"Cooperative Educational Services","","2012-2013","English Language Learner","Four Year Graduation Count","Number","-6666"
"Cooperative Educational Services","","2012-2013","Non-English Language Learner","Four Year Graduation Count","Number","-6666"
"Cooperative Educational Services","","2012-2013","English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Cooperative Educational Services","","2012-2013","Non-English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Cooperative Educational Services","","2012-2013","English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Cooperative Educational Services","","2012-2013","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Cooperative Educational Services","","2012-2013","English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Cooperative Educational Services","","2012-2013","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Cooperative Educational Services","","2012-2013","English Language Learner","Other Count","Number","-6666"
"Cooperative Educational Services","","2012-2013","Non-English Language Learner","Other Count","Number","-6666"
"Cooperative Educational Services","","2012-2013","English Language Learner","Other Rate","Percent","-6666"
"Cooperative Educational Services","","2012-2013","Non-English Language Learner","Other Rate","Percent","-6666"
"Cooperative Educational Services","","2013-2014","English Language Learner","Total Cohort Count","Number","-6666"
"Cooperative Educational Services","","2013-2014","Non-English Language Learner","Total Cohort Count","Number","-6666"
"Cooperative Educational Services","","2013-2014","English Language Learner","Four Year Graduation Count","Number","-6666"
"Cooperative Educational Services","","2013-2014","Non-English Language Learner","Four Year Graduation Count","Number","-6666"
"Cooperative Educational Services","","2013-2014","English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Cooperative Educational Services","","2013-2014","Non-English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Cooperative Educational Services","","2013-2014","English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Cooperative Educational Services","","2013-2014","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Cooperative Educational Services","","2013-2014","English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Cooperative Educational Services","","2013-2014","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Cooperative Educational Services","","2013-2014","English Language Learner","Other Count","Number","-6666"
"Cooperative Educational Services","","2013-2014","Non-English Language Learner","Other Count","Number","-6666"
"Cooperative Educational Services","","2013-2014","English Language Learner","Other Rate","Percent","-6666"
"Cooperative Educational Services","","2013-2014","Non-English Language Learner","Other Rate","Percent","-6666"
"Cooperative Educational Services","","2014-2015","English Language Learner","Total Cohort Count","Number","-6666"
"Cooperative Educational Services","","2014-2015","Non-English Language Learner","Total Cohort Count","Number","-6666"
"Cooperative Educational Services","","2014-2015","English Language Learner","Four Year Graduation Count","Number","-6666"
"Cooperative Educational Services","","2014-2015","Non-English Language Learner","Four Year Graduation Count","Number","-6666"
"Cooperative Educational Services","","2014-2015","English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Cooperative Educational Services","","2014-2015","Non-English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Cooperative Educational Services","","2014-2015","English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Cooperative Educational Services","","2014-2015","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Cooperative Educational Services","","2014-2015","English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Cooperative Educational Services","","2014-2015","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Cooperative Educational Services","","2014-2015","English Language Learner","Other Count","Number","-6666"
"Cooperative Educational Services","","2014-2015","Non-English Language Learner","Other Count","Number","-6666"
"Cooperative Educational Services","","2014-2015","English Language Learner","Other Rate","Percent","-6666"
"Cooperative Educational Services","","2014-2015","Non-English Language Learner","Other Rate","Percent","-6666"
"Cooperative Educational Services","","2015-2016","English Language Learner","Total Cohort Count","Number","-6666"
"Cooperative Educational Services","","2015-2016","Non-English Language Learner","Total Cohort Count","Number","-6666"
"Cooperative Educational Services","","2015-2016","English Language Learner","Four Year Graduation Count","Number","-6666"
"Cooperative Educational Services","","2015-2016","Non-English Language Learner","Four Year Graduation Count","Number","-6666"
"Cooperative Educational Services","","2015-2016","English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Cooperative Educational Services","","2015-2016","Non-English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Cooperative Educational Services","","2015-2016","English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Cooperative Educational Services","","2015-2016","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Cooperative Educational Services","","2015-2016","English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Cooperative Educational Services","","2015-2016","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Cooperative Educational Services","","2015-2016","English Language Learner","Other Count","Number","-6666"
"Cooperative Educational Services","","2015-2016","Non-English Language Learner","Other Count","Number","-6666"
"Cooperative Educational Services","","2015-2016","English Language Learner","Other Rate","Percent","-6666"
"Cooperative Educational Services","","2015-2016","Non-English Language Learner","Other Rate","Percent","-6666"
"Cornwall School District","","2010-2011","English Language Learner","Total Cohort Count","Number","-6666"
"Cornwall School District","","2010-2011","Non-English Language Learner","Total Cohort Count","Number","-6666"
"Cornwall School District","","2010-2011","English Language Learner","Four Year Graduation Count","Number","-6666"
"Cornwall School District","","2010-2011","Non-English Language Learner","Four Year Graduation Count","Number","-6666"
"Cornwall School District","","2010-2011","English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Cornwall School District","","2010-2011","Non-English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Cornwall School District","","2010-2011","English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Cornwall School District","","2010-2011","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Cornwall School District","","2010-2011","English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Cornwall School District","","2010-2011","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Cornwall School District","","2010-2011","English Language Learner","Other Count","Number","-6666"
"Cornwall School District","","2010-2011","Non-English Language Learner","Other Count","Number","-6666"
"Cornwall School District","","2010-2011","English Language Learner","Other Rate","Percent","-6666"
"Cornwall School District","","2010-2011","Non-English Language Learner","Other Rate","Percent","-6666"
"Cornwall School District","","2011-2012","English Language Learner","Total Cohort Count","Number","-6666"
"Cornwall School District","","2011-2012","Non-English Language Learner","Total Cohort Count","Number","-6666"
"Cornwall School District","","2011-2012","English Language Learner","Four Year Graduation Count","Number","-6666"
"Cornwall School District","","2011-2012","Non-English Language Learner","Four Year Graduation Count","Number","-6666"
"Cornwall School District","","2011-2012","English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Cornwall School District","","2011-2012","Non-English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Cornwall School District","","2011-2012","English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Cornwall School District","","2011-2012","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Cornwall School District","","2011-2012","English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Cornwall School District","","2011-2012","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Cornwall School District","","2011-2012","English Language Learner","Other Count","Number","-6666"
"Cornwall School District","","2011-2012","Non-English Language Learner","Other Count","Number","-6666"
"Cornwall School District","","2011-2012","English Language Learner","Other Rate","Percent","-6666"
"Cornwall School District","","2011-2012","Non-English Language Learner","Other Rate","Percent","-6666"
"Cornwall School District","","2012-2013","English Language Learner","Total Cohort Count","Number","-6666"
"Cornwall School District","","2012-2013","Non-English Language Learner","Total Cohort Count","Number","-6666"
"Cornwall School District","","2012-2013","English Language Learner","Four Year Graduation Count","Number","-6666"
"Cornwall School District","","2012-2013","Non-English Language Learner","Four Year Graduation Count","Number","-6666"
"Cornwall School District","","2012-2013","English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Cornwall School District","","2012-2013","Non-English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Cornwall School District","","2012-2013","English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Cornwall School District","","2012-2013","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Cornwall School District","","2012-2013","English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Cornwall School District","","2012-2013","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Cornwall School District","","2012-2013","English Language Learner","Other Count","Number","-6666"
"Cornwall School District","","2012-2013","Non-English Language Learner","Other Count","Number","-6666"
"Cornwall School District","","2012-2013","English Language Learner","Other Rate","Percent","-6666"
"Cornwall School District","","2012-2013","Non-English Language Learner","Other Rate","Percent","-6666"
"Cornwall School District","","2013-2014","English Language Learner","Total Cohort Count","Number","-6666"
"Cornwall School District","","2013-2014","Non-English Language Learner","Total Cohort Count","Number","-6666"
"Cornwall School District","","2013-2014","English Language Learner","Four Year Graduation Count","Number","-6666"
"Cornwall School District","","2013-2014","Non-English Language Learner","Four Year Graduation Count","Number","-6666"
"Cornwall School District","","2013-2014","English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Cornwall School District","","2013-2014","Non-English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Cornwall School District","","2013-2014","English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Cornwall School District","","2013-2014","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Cornwall School District","","2013-2014","English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Cornwall School District","","2013-2014","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Cornwall School District","","2013-2014","English Language Learner","Other Count","Number","-6666"
"Cornwall School District","","2013-2014","Non-English Language Learner","Other Count","Number","-6666"
"Cornwall School District","","2013-2014","English Language Learner","Other Rate","Percent","-6666"
"Cornwall School District","","2013-2014","Non-English Language Learner","Other Rate","Percent","-6666"
"Cornwall School District","","2014-2015","English Language Learner","Total Cohort Count","Number","-6666"
"Cornwall School District","","2014-2015","Non-English Language Learner","Total Cohort Count","Number","-6666"
"Cornwall School District","","2014-2015","English Language Learner","Four Year Graduation Count","Number","-6666"
"Cornwall School District","","2014-2015","Non-English Language Learner","Four Year Graduation Count","Number","-6666"
"Cornwall School District","","2014-2015","English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Cornwall School District","","2014-2015","Non-English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Cornwall School District","","2014-2015","English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Cornwall School District","","2014-2015","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Cornwall School District","","2014-2015","English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Cornwall School District","","2014-2015","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Cornwall School District","","2014-2015","English Language Learner","Other Count","Number","-6666"
"Cornwall School District","","2014-2015","Non-English Language Learner","Other Count","Number","-6666"
"Cornwall School District","","2014-2015","English Language Learner","Other Rate","Percent","-6666"
"Cornwall School District","","2014-2015","Non-English Language Learner","Other Rate","Percent","-6666"
"Cornwall School District","","2015-2016","English Language Learner","Total Cohort Count","Number","-6666"
"Cornwall School District","","2015-2016","Non-English Language Learner","Total Cohort Count","Number","-6666"
"Cornwall School District","","2015-2016","English Language Learner","Four Year Graduation Count","Number","-6666"
"Cornwall School District","","2015-2016","Non-English Language Learner","Four Year Graduation Count","Number","-6666"
"Cornwall School District","","2015-2016","English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Cornwall School District","","2015-2016","Non-English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Cornwall School District","","2015-2016","English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Cornwall School District","","2015-2016","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Cornwall School District","","2015-2016","English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Cornwall School District","","2015-2016","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Cornwall School District","","2015-2016","English Language Learner","Other Count","Number","-6666"
"Cornwall School District","","2015-2016","Non-English Language Learner","Other Count","Number","-6666"
"Cornwall School District","","2015-2016","English Language Learner","Other Rate","Percent","-6666"
"Cornwall School District","","2015-2016","Non-English Language Learner","Other Rate","Percent","-6666"
"Coventry School District","","2010-2011","English Language Learner","Total Cohort Count","Number","-6666"
"Coventry School District","","2010-2011","Non-English Language Learner","Total Cohort Count","Number","153"
"Coventry School District","","2010-2011","English Language Learner","Four Year Graduation Count","Number","-6666"
"Coventry School District","","2010-2011","Non-English Language Learner","Four Year Graduation Count","Number","138"
"Coventry School District","","2010-2011","English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Coventry School District","","2010-2011","Non-English Language Learner","Four Year Graduation Rate","Percent","90.2"
"Coventry School District","","2010-2011","English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Coventry School District","","2010-2011","Non-English Language Learner","Still Enrolled After Four Years Count","Number","8"
"Coventry School District","","2010-2011","English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Coventry School District","","2010-2011","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","5.2"
"Coventry School District","","2010-2011","English Language Learner","Other Count","Number","-6666"
"Coventry School District","","2010-2011","Non-English Language Learner","Other Count","Number","7"
"Coventry School District","","2010-2011","English Language Learner","Other Rate","Percent","-6666"
"Coventry School District","","2010-2011","Non-English Language Learner","Other Rate","Percent","4.6"
"Coventry School District","","2011-2012","English Language Learner","Total Cohort Count","Number","-6666"
"Coventry School District","","2011-2012","Non-English Language Learner","Total Cohort Count","Number","153"
"Coventry School District","","2011-2012","English Language Learner","Four Year Graduation Count","Number","-6666"
"Coventry School District","","2011-2012","Non-English Language Learner","Four Year Graduation Count","Number","132"
"Coventry School District","","2011-2012","English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Coventry School District","","2011-2012","Non-English Language Learner","Four Year Graduation Rate","Percent","86.3"
"Coventry School District","","2011-2012","English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Coventry School District","","2011-2012","Non-English Language Learner","Still Enrolled After Four Years Count","Number","10"
"Coventry School District","","2011-2012","English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Coventry School District","","2011-2012","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","6.5"
"Coventry School District","","2011-2012","English Language Learner","Other Count","Number","-6666"
"Coventry School District","","2011-2012","Non-English Language Learner","Other Count","Number","11"
"Coventry School District","","2011-2012","English Language Learner","Other Rate","Percent","-6666"
"Coventry School District","","2011-2012","Non-English Language Learner","Other Rate","Percent","7.2"
"Coventry School District","","2012-2013","English Language Learner","Total Cohort Count","Number","-9999"
"Coventry School District","","2012-2013","Non-English Language Learner","Total Cohort Count","Number","-9999"
"Coventry School District","","2012-2013","English Language Learner","Four Year Graduation Count","Number","-9999"
"Coventry School District","","2012-2013","Non-English Language Learner","Four Year Graduation Count","Number","-9999"
"Coventry School District","","2012-2013","English Language Learner","Four Year Graduation Rate","Percent","-9999"
"Coventry School District","","2012-2013","Non-English Language Learner","Four Year Graduation Rate","Percent","-9999"
"Coventry School District","","2012-2013","English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"Coventry School District","","2012-2013","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"Coventry School District","","2012-2013","English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"Coventry School District","","2012-2013","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"Coventry School District","","2012-2013","English Language Learner","Other Count","Number","-9999"
"Coventry School District","","2012-2013","Non-English Language Learner","Other Count","Number","-9999"
"Coventry School District","","2012-2013","English Language Learner","Other Rate","Percent","-9999"
"Coventry School District","","2012-2013","Non-English Language Learner","Other Rate","Percent","-9999"
"Coventry School District","","2013-2014","English Language Learner","Total Cohort Count","Number","-6666"
"Coventry School District","","2013-2014","Non-English Language Learner","Total Cohort Count","Number","133"
"Coventry School District","","2013-2014","English Language Learner","Four Year Graduation Count","Number","-6666"
"Coventry School District","","2013-2014","Non-English Language Learner","Four Year Graduation Count","Number","128"
"Coventry School District","","2013-2014","English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Coventry School District","","2013-2014","Non-English Language Learner","Four Year Graduation Rate","Percent","96.2"
"Coventry School District","","2013-2014","English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Coventry School District","","2013-2014","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"Coventry School District","","2013-2014","English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Coventry School District","","2013-2014","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"Coventry School District","","2013-2014","English Language Learner","Other Count","Number","-6666"
"Coventry School District","","2013-2014","Non-English Language Learner","Other Count","Number","-9999"
"Coventry School District","","2013-2014","English Language Learner","Other Rate","Percent","-6666"
"Coventry School District","","2013-2014","Non-English Language Learner","Other Rate","Percent","-9999"
"Coventry School District","","2014-2015","English Language Learner","Total Cohort Count","Number","-9999"
"Coventry School District","","2014-2015","Non-English Language Learner","Total Cohort Count","Number","-9999"
"Coventry School District","","2014-2015","English Language Learner","Four Year Graduation Count","Number","-9999"
"Coventry School District","","2014-2015","Non-English Language Learner","Four Year Graduation Count","Number","-9999"
"Coventry School District","","2014-2015","English Language Learner","Four Year Graduation Rate","Percent","-9999"
"Coventry School District","","2014-2015","Non-English Language Learner","Four Year Graduation Rate","Percent","-9999"
"Coventry School District","","2014-2015","English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"Coventry School District","","2014-2015","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"Coventry School District","","2014-2015","English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"Coventry School District","","2014-2015","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"Coventry School District","","2014-2015","English Language Learner","Other Count","Number","-9999"
"Coventry School District","","2014-2015","Non-English Language Learner","Other Count","Number","-9999"
"Coventry School District","","2014-2015","English Language Learner","Other Rate","Percent","-9999"
"Coventry School District","","2014-2015","Non-English Language Learner","Other Rate","Percent","-9999"
"Coventry School District","","2015-2016","English Language Learner","Total Cohort Count","Number","-6666"
"Coventry School District","","2015-2016","Non-English Language Learner","Total Cohort Count","Number","-6666"
"Coventry School District","","2015-2016","English Language Learner","Four Year Graduation Count","Number","-6666"
"Coventry School District","","2015-2016","Non-English Language Learner","Four Year Graduation Count","Number","-6666"
"Coventry School District","","2015-2016","English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Coventry School District","","2015-2016","Non-English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Coventry School District","","2015-2016","English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Coventry School District","","2015-2016","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Coventry School District","","2015-2016","English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Coventry School District","","2015-2016","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Coventry School District","","2015-2016","English Language Learner","Other Count","Number","-6666"
"Coventry School District","","2015-2016","Non-English Language Learner","Other Count","Number","-6666"
"Coventry School District","","2015-2016","English Language Learner","Other Rate","Percent","-6666"
"Coventry School District","","2015-2016","Non-English Language Learner","Other Rate","Percent","-6666"
"Cromwell School District","","2010-2011","English Language Learner","Total Cohort Count","Number","-9999"
"Cromwell School District","","2010-2011","Non-English Language Learner","Total Cohort Count","Number","-9999"
"Cromwell School District","","2010-2011","English Language Learner","Four Year Graduation Count","Number","-9999"
"Cromwell School District","","2010-2011","Non-English Language Learner","Four Year Graduation Count","Number","-9999"
"Cromwell School District","","2010-2011","English Language Learner","Four Year Graduation Rate","Percent","-9999"
"Cromwell School District","","2010-2011","Non-English Language Learner","Four Year Graduation Rate","Percent","-9999"
"Cromwell School District","","2010-2011","English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"Cromwell School District","","2010-2011","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"Cromwell School District","","2010-2011","English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"Cromwell School District","","2010-2011","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"Cromwell School District","","2010-2011","English Language Learner","Other Count","Number","-9999"
"Cromwell School District","","2010-2011","Non-English Language Learner","Other Count","Number","-9999"
"Cromwell School District","","2010-2011","English Language Learner","Other Rate","Percent","-9999"
"Cromwell School District","","2010-2011","Non-English Language Learner","Other Rate","Percent","-9999"
"Cromwell School District","","2011-2012","English Language Learner","Total Cohort Count","Number","-9999"
"Cromwell School District","","2011-2012","Non-English Language Learner","Total Cohort Count","Number","-9999"
"Cromwell School District","","2011-2012","English Language Learner","Four Year Graduation Count","Number","-9999"
"Cromwell School District","","2011-2012","Non-English Language Learner","Four Year Graduation Count","Number","-9999"
"Cromwell School District","","2011-2012","English Language Learner","Four Year Graduation Rate","Percent","-9999"
"Cromwell School District","","2011-2012","Non-English Language Learner","Four Year Graduation Rate","Percent","-9999"
"Cromwell School District","","2011-2012","English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"Cromwell School District","","2011-2012","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"Cromwell School District","","2011-2012","English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"Cromwell School District","","2011-2012","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"Cromwell School District","","2011-2012","English Language Learner","Other Count","Number","-9999"
"Cromwell School District","","2011-2012","Non-English Language Learner","Other Count","Number","-9999"
"Cromwell School District","","2011-2012","English Language Learner","Other Rate","Percent","-9999"
"Cromwell School District","","2011-2012","Non-English Language Learner","Other Rate","Percent","-9999"
"Cromwell School District","","2012-2013","English Language Learner","Total Cohort Count","Number","-9999"
"Cromwell School District","","2012-2013","Non-English Language Learner","Total Cohort Count","Number","-9999"
"Cromwell School District","","2012-2013","English Language Learner","Four Year Graduation Count","Number","-9999"
"Cromwell School District","","2012-2013","Non-English Language Learner","Four Year Graduation Count","Number","-9999"
"Cromwell School District","","2012-2013","English Language Learner","Four Year Graduation Rate","Percent","-9999"
"Cromwell School District","","2012-2013","Non-English Language Learner","Four Year Graduation Rate","Percent","-9999"
"Cromwell School District","","2012-2013","English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"Cromwell School District","","2012-2013","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"Cromwell School District","","2012-2013","English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"Cromwell School District","","2012-2013","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"Cromwell School District","","2012-2013","English Language Learner","Other Count","Number","-9999"
"Cromwell School District","","2012-2013","Non-English Language Learner","Other Count","Number","-9999"
"Cromwell School District","","2012-2013","English Language Learner","Other Rate","Percent","-9999"
"Cromwell School District","","2012-2013","Non-English Language Learner","Other Rate","Percent","-9999"
"Cromwell School District","","2013-2014","English Language Learner","Total Cohort Count","Number","-9999"
"Cromwell School District","","2013-2014","Non-English Language Learner","Total Cohort Count","Number","-9999"
"Cromwell School District","","2013-2014","English Language Learner","Four Year Graduation Count","Number","-9999"
"Cromwell School District","","2013-2014","Non-English Language Learner","Four Year Graduation Count","Number","-9999"
"Cromwell School District","","2013-2014","English Language Learner","Four Year Graduation Rate","Percent","-9999"
"Cromwell School District","","2013-2014","Non-English Language Learner","Four Year Graduation Rate","Percent","-9999"
"Cromwell School District","","2013-2014","English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"Cromwell School District","","2013-2014","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"Cromwell School District","","2013-2014","English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"Cromwell School District","","2013-2014","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"Cromwell School District","","2013-2014","English Language Learner","Other Count","Number","-9999"
"Cromwell School District","","2013-2014","Non-English Language Learner","Other Count","Number","-9999"
"Cromwell School District","","2013-2014","English Language Learner","Other Rate","Percent","-9999"
"Cromwell School District","","2013-2014","Non-English Language Learner","Other Rate","Percent","-9999"
"Cromwell School District","","2014-2015","English Language Learner","Total Cohort Count","Number","-9999"
"Cromwell School District","","2014-2015","Non-English Language Learner","Total Cohort Count","Number","-9999"
"Cromwell School District","","2014-2015","English Language Learner","Four Year Graduation Count","Number","-9999"
"Cromwell School District","","2014-2015","Non-English Language Learner","Four Year Graduation Count","Number","-9999"
"Cromwell School District","","2014-2015","English Language Learner","Four Year Graduation Rate","Percent","-9999"
"Cromwell School District","","2014-2015","Non-English Language Learner","Four Year Graduation Rate","Percent","-9999"
"Cromwell School District","","2014-2015","English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"Cromwell School District","","2014-2015","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"Cromwell School District","","2014-2015","English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"Cromwell School District","","2014-2015","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"Cromwell School District","","2014-2015","English Language Learner","Other Count","Number","-9999"
"Cromwell School District","","2014-2015","Non-English Language Learner","Other Count","Number","-9999"
"Cromwell School District","","2014-2015","English Language Learner","Other Rate","Percent","-9999"
"Cromwell School District","","2014-2015","Non-English Language Learner","Other Rate","Percent","-9999"
"Cromwell School District","","2015-2016","English Language Learner","Total Cohort Count","Number","-6666"
"Cromwell School District","","2015-2016","Non-English Language Learner","Total Cohort Count","Number","-6666"
"Cromwell School District","","2015-2016","English Language Learner","Four Year Graduation Count","Number","-6666"
